"Feature";"Gain";"i.Gain";"i.Gain.1";"i.Gain.2";"i.Gain.3";"i.Gain.4";"i.Gain.5";"i.Gain.6";"i.Gain.7";"i.Gain.8";"i.Gain.9";"i.Gain.10";"Maxima"
"mforex_buy";0,000115899622248349;8,96417153371837e-05;0,000214042910221645;0,000191160140131946;0,000397776856676;0,000385832761821457;0,000103590047364933;0,000184765066854994;8,79742689180157e-05;0,000211600795981928;0,000282847509891026;0,000207861458674663;0,000397776856676
"mcaja_ahorro_adicional__ravg";NA;5,04476684010047e-05;0,000186186606098873;0,000104663656171959;0,000109073070061257;6,28382643145826e-05;3,09966873394588e-05;2,49968333627644e-05;3,3490641459998e-05;0,000116895925400047;5,71705782207602e-05;0,000207547897703734;0,000207547897703734
"Visa_mpagosdolares__max";NA;NA;NA;NA;NA;NA;0,000254381328442605;0,000213458049070718;0,000129492232556933;0,000356125928301553;0,00014602330003738;0,000205052735414716;0,000356125928301553
"mcheques_emitidos";0,000130384064497767;9,02938749839364e-05;0,000131376263084192;0,000190917441656578;0,000201752832881051;0,000106386200713773;0,000105823087896268;5,71521486219621e-05;9,18934717578193e-05;0,000186317187405466;0,000148366345356366;0,000204050140550808;0,000204050140550808
"mv_msaldodolares__min";2,57710803470334e-05;9,17469266683038e-05;0,000294997384746906;0,000107431496694561;0,000195948139409168;7,53213971762192e-05;0,000163593496701961;0,000190165361998359;7,08330318558927e-05;0,000215755528859217;0,00022338719642027;0,000201414389521523;0,000294997384746906
"mcheques_emitidos__tend";1,14601402411912e-05;0,000388177202204089;0,000485298531610562;9,60011328875625e-05;7,31829599477867e-05;8,98494915418317e-05;0,000142965959956979;0,00029385878249519;8,28460736448614e-05;0,000183369843161194;0,000124980351558582;0,000200435091737168;0,000485298531610562
"Master_status__max";NA;5,50839120908986e-05;0,00011282862390399;0,000296327081820317;0,000239953263904996;0,000236987091681578;0,000125565717124421;0,000145437546188421;0,000113513738090488;0,000327358356572186;0,000106196755492708;0,000199563891914998;0,000327358356572186
"mttarjeta_master_debitos_automaticos__min";NA;NA;NA;NA;NA;NA;2,27933726741618e-05;0,000104330417068778;1,96854294204299e-05;0,000260402287129942;0,000238005489841825;0,00019529368857272;0,000260402287129942
"mprestamos_hipotecarios";0,000283971492141576;0,000184729709021301;0,000135223960026635;0,000131775589462507;3,00080519645368e-05;0,000117559611315876;0,000106244244726549;0,000162268907917367;9,89543461103335e-05;0,000227547932767267;0,000314210867394064;0,00019333370160847;0,000314210867394064
"ccheques_emitidos_rechazados__max";6,76731354549059e-05;0,000138668433903157;9,7847350761252e-05;0,000326033466994648;0,000325005354921058;0,00029307386334207;0,000144938227892731;0,000117069431709465;0,000224496588660852;0,00020580226664782;0,000158303088796174;0,000192907456594993;0,000326033466994648
"catm_trx_other";4,86226103271116e-05;0,000198552326912161;0,000358756529681863;4,90081496046072e-05;3,41616582184481e-05;4,55743660442581e-05;4,41543702293746e-05;9,24795363241287e-05;9,88775703409037e-05;0,000272684437735324;4,26930517565702e-05;0,000188615021291061;0,000358756529681863
"Visa_mconsumosdolares__max";0,000282573195991051;0,000568521716808889;0,000476987471881177;0,000185700999048915;8,13102553875035e-05;3,34047108654707e-05;0,000745121040699478;0,000403770476352913;0,000455313675061784;0,000654974199187701;7,03083590483094e-05;0,000188444181837927;0,000745121040699478
"Master_mconsumototal__min";0,000109862384571287;0,00031080930894284;0,00039319519869884;0,000152850521528675;1,56027296395588e-05;1,79580168307407e-05;0,00019440155630898;0,000234432602300034;0,000165982276285782;0,000327253613019242;0,000120696949679855;0,000188095271848644;0,00039319519869884
